,title,question,answer
1378,Hermann Maas,What controversial proposal did Theodor Herzl present at the Sixth Zionist Congress?,"Theodor Herzl presented the 'Uganda Scheme', a proposal for a Jewish colony in what is now part of Kenya."
1379,Hermann Maas,What are the main objectives of Yad Vashem?,"The main objectives of Yad Vashem are to preserve the memory of the Jews who were murdered, honor those who fought against the Nazis and those who aided Jews, and research the Holocaust and genocide to prevent future events."
1380,Hermann Maas,Who was Hans Philipp Ehrenberg?,A German Jewish philosopher and theologian.
1381,Hermann Maas,How is Mount Gilboa referred to in Arabic?,"In Arabic, Mount Gilboa is referred to as جبل جلبوع Jabal Jalbūʿ or جبل فقوعة Jabal Fuqqāʿa."
1382,Hermann Maas,What does the name 'Yad Vashem' signify?,"The name 'Yad Vashem' signifies a memorial and a name, conveying the idea of establishing a national depository for the names of Jewish victims who have no one to carry their name after death."
1383,Hermann Maas,What is Gengenbach well known for?,"Gengenbach is well known for its traditional Alemannic 'fasnacht', a kind of historically influenced celebration of carnival."
1384,Hermann Maas,What was the primary opposition of the Confessing Church in Nazi Germany?,The Confessing Church opposed government efforts to unify Protestant churches into a single pro-Nazi German Evangelical Church.
1385,Hermann Maas,What significant historical status did Gengenbach hold from 1360 until 1801?,Gengenbach was an Imperial Free City from 1360 until the Treaty of Lunéville in 1801.
1386,Hermann Maas,What are the borders of Israel?,"Israel is bordered by Lebanon to the north, Syria to the northeast, Jordan to the east, the Red Sea to the south, Egypt to the southwest, the Mediterranean Sea to the west, and the Palestinian territories – the West Bank along the east and the Gaza Strip along the southwest."
1387,Hermann Maas,What are Germany's contributions in terms of global rankings?,It is the world's third-largest exporter and importer.
1388,Hermann Maas,Why was Hans Ehrenberg forced to emigrate to England?,Because of his Jewish ancestry and his opposition to Nazism.
1389,Erwin Baur,What plant genus was named in honor of Otto Renner?,Rennera
1390,Erwin Baur,What significant event in the Grand Duchy of Baden occurred in 1848?,A revolution
1391,Erwin Baur,What was the Grand Duchy of Baden known as before it became a Grand Duchy in 1806?,The Margraviate of Baden
1392,Erwin Baur,What historic landmark in Cologne was the world's tallest building from 1880-1890?,Cologne Cathedral (Kölner Dom).
1393,Erwin Baur,When was Eau de Cologne first produced in the city?,1709.
1394,Erwin Baur,On what date did Adolf Hitler commit suicide?,30 April 1945
1395,Erwin Baur,What territories bordered the Grand Duchy of Baden?,"The Kingdom of Bavaria, the Grand Duchy of Hesse, the Rhine, Switzerland, and the Kingdom of Württemberg"
1396,Erwin Baur,How was the area of Müncheberg organized before 2003?,"Before 2003, the area was organized as the so-called 'Amt Müncheberg'."
1397,Erwin Baur,What historical region is Müncheberg part of?,Müncheberg is part of the Lubusz Land.
1398,Erwin Baur,What was Adolf Hitler's role in Germany?,He was the dictator of Nazi Germany from 1933 until 1945.
1399,Erwin Baur,What happened to the Grand Duchy of Baden after the collapse of the German Empire?,It became part of the Weimar Republic under the name Republic of Baden
1400,Erwin Baur,What significant theory did Otto Renner establish in genetics?,The theory of maternal plastid inheritance
1401,Erwin Baur,When were the eight municipalities incorporated to form the town of Müncheberg?,"The eight municipalities were incorporated on March 31, 2002."
1402,Erwin Baur,What was Cologne originally founded as in the 1st century CE?,Roman Colonia Agrippina.
1403,Erwin Baur,When was Adolf Hitler born?,20 April 1889
1404,Erwin Baur,Where is Müncheberg located?,"Müncheberg is located in Märkisch-Oderland, in eastern Germany."
1405,Erwin Baur,What position did Fritz Lenz hold at the Kaiser Wilhelm Institute?,"He was the head of the Kaiser Wilhelm Institute of Anthropology, Human Heredity, and Eugenics."
1406,Erwin Baur,Which universities did Otto Renner work at during his career?,University of Munich and University of Jena
1407,Erwin Baur,What is the geographical significance of Müncheberg's location?,It is approximately halfway between Berlin and the border with Poland.
1408,Erwin Baur,What was Fritz Lenz's role in Nazi Germany?,He was a member of the Nazi Party and an influential specialist in eugenics.
1409,Guillermo Cabrera Infante,What is the capital city of Cuba?,Havana
1410,Guillermo Cabrera Infante,When did Cuba gain independence from the United States?,1902
1411,Guillermo Cabrera Infante,What was the name of the revolutionary group formed by Fidel Castro in Mexico?,The 26th of July Movement
1412,Guillermo Cabrera Infante,What makes Old Havana notable internationally?,Old Havana was declared a UNESCO World Heritage Site in 1982.
1413,Guillermo Cabrera Infante,When was Havana founded and by whom?,Havana was founded by the Spanish in the 16th century.
1414,Guillermo Cabrera Infante,When did Fidel Castro serve as the Prime Minister of Cuba?,1959 to 1976
1415,Guillermo Cabrera Infante,Why is Gibara referred to as 'The White Town'?,Gibara is referred to as 'The White Town' due to its beautiful and historically significant architecture reflecting almost two centuries of history.
1416,Guillermo Cabrera Infante,What is the Premio Biblioteca Breve?,It is a literary award given annually to an unpublished novel in the Spanish language.
1417,Guillermo Cabrera Infante,Where was Luis Rafael Sánchez born?,"He was born in Humacao, Puerto Rico."
1418,Guillermo Cabrera Infante,What is Gibara known for in terms of its physical and community attributes?,"Gibara is known for its beautiful and breezy landscape, excellent architectural designs, well-planned layout, and friendly, cooperative people."
1419,Guillermo Cabrera Infante,What significant event is held annually in Gibara since 2003?,"Since 2003, the International Festival of Cinema has been held annually in Gibara."
1420,Guillermo Cabrera Infante,What is the main basis of Cuba's economy?,"Tourism and the exports of skilled labor, sugar, tobacco, and coffee."
1421,Guillermo Cabrera Infante,What is Luis Rafael Sánchez best known for?,He is best known for his play La Pasión según Antígona Pérez.
1422,Guillermo Cabrera Infante,How did Richard C. Sarafian begin his career in the entertainment industry?,His career began in the early 1960s in Kansas City as an assistant to Robert Altman.
1423,Guillermo Cabrera Infante,What are the major cities in Holguín Province?,"Holguín, Banes, Antilla, Mayarí, and Moa."
1424,Guillermo Cabrera Infante,How much is the prize for the Premio Biblioteca Breve?,"€30,000 and publication of the winning work."
1425,Guillermo Cabrera Infante,Why did the Premio Biblioteca Breve cease to be given in 1973?,Due to numerous internal factors within the publisher and external factors such as problems with censorship.
1426,Guillermo Cabrera Infante,What is the significance of the Alma Mater statue at the University of Havana?,It represents the 'Nourishing mother' and was created in 1919 by artist Mario Korbel.
1427,Guillermo Cabrera Infante,What literary techniques are commonly found in Joycean works?,"Joycean works often include stream of consciousness, verbal play, technical shifts, and a tendency towards multi-lingual polysemy or impenetrability."
1428,Guillermo Cabrera Infante,How does Joycean literature differ from traditional prose?,"Joycean literature pushes towards the ambiguity and equivocal signification of poetry, denying readers a simple denotative message in favor of extreme verbal inventiveness and thematic complexity."
1429,Red Badgro,When did the New York Giants join the NFL?,1925
1430,Red Badgro,How many teams are there in Major League Baseball?,There are 30 teams in Major League Baseball.
1431,Red Badgro,For which season were the players chosen for the 1926 All-Pacific Coast football team?,The 1926 college football season.
1432,Red Badgro,In what year was the 1933 All-Pro Team selected?,1933
1433,Red Badgro,For which NFL season was the 1930 All-Pro Team selected?,The 1930 NFL season.
1434,Red Badgro,What was the 1933 All-Pro Team associated with?,The National Football League (NFL) for the 1933 NFL season.
1435,Red Badgro,What is the corporate name of the New York Giants?,"New York Football Giants, Inc."
1436,Red Badgro,How was the official 1931 All-Pro Team selected?,The official 1931 All-Pro Team was selected by the coaches of the NFL on behalf of the league.
1437,Red Badgro,What is the All-Pro designation in professional American football?,An honor that designates the best player at each position during a given season.
1438,Red Badgro,"What position did John Cherberg serve in Washington state government, and for how long?",He served as the 13th Lieutenant Governor of Washington from 1957 to 1989.
1439,Red Badgro,"Before becoming the St. Louis Browns, what was the team's original name and location?","Milwaukee Brewers in Milwaukee, Wisconsin"
1440,Red Badgro,What year did the St. Louis Browns move to Baltimore to become the Baltimore Orioles?,After the 1953 season
1441,Red Badgro,How are All-Pro players selected?,"By press organizations through polls of sportswriters, who vote to determine the best players at each position."
1442,Red Badgro,What was the 1926 All-Pacific Coast football team composed of?,American football players chosen for All-Pacific Coast teams.
1443,Red Badgro,Which organizations were responsible for selecting the 1926 All-Pacific Coast football teams?,The Associated Press (AP) and the United Press (UP).
1444,Red Badgro,"Besides the official NFL selection, which organizations also selected 1931 All-Pro Teams?","Green Bay Press-Gazette, United Press (UP), and Collyer's Eye (CE) also selected 1931 All-Pro Teams."
1445,Red Badgro,What was the basis for selecting the 1930 All-Pro Team in the NFL?,"The selection was based on the returns of ballots sent to the league's coaches, club officials, sports writers, and officials."
1446,Red Badgro,What makes the All-Pro honor more prestigious than Pro Bowl selections?,"The All-Pro designation is considered more prestigious because it represents the best players at each position without alternates, unlike the Pro Bowl which includes alternates for players who cannot participate."
1447,Red Badgro,Which teams did the consensus first-team All-Pro selections play for in 1934?,"Detroit Lions, Chicago Bears, and New York Giants."
1448,Red Badgro,"Why was Orillia, Washington named so?","After Orillia, Ontario, Canada, the native home of an early settler."
1449,Tonino Cervi,What was Sergio Corbucci's nationality?,Italian
1450,Tonino Cervi,When did Bernardo Bertolucci win the Academy Award for Best Director?,1987
1451,Tonino Cervi,What was Bud Spencer's real name?,Carlo Pedersoli
1452,Tonino Cervi,What award did Mario Monicelli receive for his career?,Mario Monicelli received the Golden Lion for his career.
1453,Tonino Cervi,What genres of films did Sergio Corbucci direct?,Spaghetti Westerns and action comedies
1454,Tonino Cervi,How many times was Mario Monicelli nominated for an Oscar?,Mario Monicelli was nominated six times for an Oscar.
1455,Tonino Cervi,What trilogy is Michelangelo Antonioni best known for?,"L'Avventura (1960), La Notte (1961), and L'Eclisse (1962)"
1456,Tonino Cervi,When was Alberto Sordi born?,15 June 1920
1457,Tonino Cervi,What professions did Alberto Sordi have?,"Actor, comedian, director, singer, and screenwriter"
1458,Tonino Cervi,When was Michelangelo Antonioni born?,29 September 1912
1459,Tonino Cervi,When was Federico Fellini born?,20 January 1920
1460,Tonino Cervi,"Who is the main character in Il malato immaginario, and what is his main concern?","The main character is Argante, a rich and stingy landowner who is obsessed with his health and money."
1461,Tonino Cervi,What is Rome often referred to due to its geographic location?,the City of Seven Hills
1462,Tonino Cervi,What deceitful act does Argante perform to test his family's feelings towards him in Il malato immaginario?,Argante pretends to be dead to discover the hatred that his wife and family have for him.
1463,Tonino Cervi,What was Mario Monicelli known for?,"Mario Monicelli was known for being an Italian film director and screenwriter, particularly in the commedia all'italiana genre."
1464,Tonino Cervi,Who is Sergio Corbucci's brother?,Bruno Corbucci
1465,Tonino Cervi,What was the relationship between Bernardo Bertolucci and Pier Paolo Pasolini?,Bertolucci was a protégé of Pier Paolo Pasolini and was hired as his first assistant on the film Accattone (1961)
1466,Tonino Cervi,What is Federico Fellini best known for?,Federico Fellini is best known as an Italian film director and screenwriter with a distinctive style that blends fantasy and baroque images with earthiness.
1467,Tonino Cervi,What are some themes commonly explored in Bernardo Bertolucci's films?,"Politics, sexuality, history, class conflict, and social taboos"
1468,Tonino Cervi,How many residents does Rome have within city limits?,"2,860,009"
1469,Franz Welser-Möst,When was the Cleveland Orchestra founded?,1918
1470,Franz Welser-Möst,Where does the Cleveland Orchestra play most of its concerts?,Severance Hall
1471,Franz Welser-Möst,Who is the current Intendant of Zürich Opera as of 2012?,Andreas Homoki
1472,Franz Welser-Möst,Where is the London Philharmonic Orchestra resident since 1993?,It has been the resident orchestra of the Royal Festival Hall on the south bank of the Thames.
1473,Franz Welser-Möst,When was the Vienna State Opera built?,The Vienna State Opera was built from 1861 to 1869.
1474,Franz Welser-Möst,When was the Vienna Singverein founded in its present form?,The choir was founded in its present form in 1858.
1475,Franz Welser-Möst,What does EMI stand for?,Electric and Musical Industries
1476,Franz Welser-Möst,When was the London Philharmonic Orchestra founded and by whom?,It was founded in 1932 by Sir Thomas Beecham and Malcolm Sargent.
1477,Franz Welser-Möst,What is the Orchester Musikkollegium Winterthur?,"It is a Swiss symphony orchestra based in Winterthur, Switzerland."
1478,Franz Welser-Möst,What is the population of Wels?,"approximately 60,000"
1479,Franz Welser-Möst,What river is Wels near?,the Traun River
1480,Franz Welser-Möst,Who are the members of the Vienna Philharmonic recruited from?,The members of the Vienna Philharmonic are recruited from the Vienna State Opera's orchestra.
1481,Franz Welser-Möst,What is the Vienna Singverein?,The Vienna Singverein is the concert choir of the Vienna Musikverein with around 230 members.
1482,Franz Welser-Möst,What was the original name of the Vienna State Opera?,The original name was the Vienna Court Opera (Wiener Hofoper).
1483,Franz Welser-Möst,When was EMI Group Limited founded?,March 1931
1484,Franz Welser-Möst,How many concerts does the Orchester Musikkollegium Winterthur perform annually?,Around 60 concerts a year.
1485,Franz Welser-Möst,What are some of the labels for which the Norrköping Symphony Orchestra has recorded?,"BIS, CPO, Denon, and Simax"
1486,Franz Welser-Möst,When was the first performance at the current Zürich Opera House?,30 September 1891
1487,Franz Welser-Möst,Who was the artistic director of Zürich Opera from 1975 to 1986?,Claus Helmut Drese
1488,Engelbert Endrass,What is the equivalent rank of Leutnant zur See in the United States Navy?,Ensign
1489,Engelbert Endrass,What event is generally considered to have triggered the start of World War II?,Nazi Germany's invasion of Poland on 1 September 1939
1490,Engelbert Endrass,When was the Iron Cross first established and by whom?,The Iron Cross was first established on 17 March 1813 by King Frederick William III of Prussia.
1491,Engelbert Endrass,How many German U-boats were destroyed during Convoy HG 76?,Five German U-boats were destroyed during Convoy HG 76.
1492,Engelbert Endrass,What happened to HMS Dunvegan Castle in August 1940?,"She was torpedoed and sunk by a German submarine, U-46."
1493,Engelbert Endrass,What is the Iron Cross and in which countries was it a military decoration?,"The Iron Cross was a military decoration in the Kingdom of Prussia, the German Empire, and Nazi Germany."
1494,Engelbert Endrass,What were the two major alliances in World War II?,the Allies and the Axis powers
1495,Engelbert Endrass,When did World War II begin and end?,1 September 1939 – 2 September 1945
1496,Engelbert Endrass,What was the original purpose of HMS Dunvegan Castle before it was converted for military use?,It was a UK ocean liner.
1497,Engelbert Endrass,How long did Herbert Sohler command the 7th U-boat Flotilla?,Herbert Sohler commanded the 7th U-boat Flotilla from September 1940 until February 1942.
1498,Engelbert Endrass,How has the design of the Iron Cross been derived historically?,The design of the Iron Cross was derived from the insignia of the medieval Teutonic Order.
1499,Engelbert Endrass,What is the origin of the term 'U-boat'?,"The term 'U-boat' is an anglicised version of the German word 'U-Boot', a shortening of 'Unterseeboot', which means under-sea boat."
1500,Engelbert Endrass,"How many times was the Knight's Cross with Golden Oak Leaves, Swords and Diamonds awarded, and to whom?","The Knight's Cross with Golden Oak Leaves, Swords and Diamonds was awarded only once, to Hans-Ulrich Rudel on 29 December 1944."
1501,Engelbert Endrass,What is Scapa Flow?,"Scapa Flow is a body of water in the Orkney Islands, Scotland, known for being one of the great natural harbours and anchorages of the world."
1502,Engelbert Endrass,What was the primary purpose of Convoy HX 79?,"The primary purpose of Convoy HX 79 was to sail east from Halifax, Nova Scotia to Liverpool, crossing the Atlantic during the Second World War."
1503,Engelbert Endrass,What historical significance does Scapa Flow have?,Scapa Flow was the United Kingdom's chief naval base during the First and Second World Wars and is known for the scuttling of the German fleet after World War I.
1504,Engelbert Endrass,What were the outcomes of the U-boat attacks on Convoy HX 79 during the night of 19/20 October?,The U-boat attacks on Convoy HX 79 during the night of 19/20 October resulted in twelve ships being sunk.
1505,Engelbert Endrass,What significant change in U-boat engine technology occurred between 1910 and 1912?,"Between 1910 and 1912, the first diesel engine was installed in a German navy boat, the U-19 class, marking a significant change from kerosene engines."
1506,Engelbert Endrass,What was Convoy HG 76 and when did it take place?,"Convoy HG 76 was an Allied convoy of the HG (Homeward from Gibraltar) series during the Second World War, taking place from 19 to 23 December 1941."
1507,"Frederick I, Duke of Lorraine",In which department and region is Bitche located?,"Moselle department, Grand Est region"
1508,"Frederick I, Duke of Lorraine",What is the Polish name for Greater Poland?,Wielkopolska
1509,"Frederick I, Duke of Lorraine",What is the largest city in Greater Poland?,Poznań
1510,"Frederick I, Duke of Lorraine",How was Greater Poland referred to in Latin in 1257?,Polonia Maior
1511,"Frederick I, Duke of Lorraine",When was the Bayon built?,The Bayon was built in the late 12th or early 13th century.
1512,"Frederick I, Duke of Lorraine",What castles did Henry I build and on what did he build them?,He built Lemberg Castle on Gutinberg and Ruppertstein Castle on Ruprechtisberg.
1513,"Frederick I, Duke of Lorraine",What are the main transportation routes through Remiremont?,"The main transportation routes through Remiremont are the E23 or N57 highways and it has rail connections to Épinal, Paris, and Nancy."
1514,"Frederick I, Duke of Lorraine",What significant action did Henry I partake in 1224?,"He accompanied King Henry to Toul for negotiations with the French king, Louis VIII."
1515,"Frederick I, Duke of Lorraine",What is the Bayon?,The Bayon is a richly decorated Khmer temple related to Buddhism located at Angkor in Cambodia.
1516,"Frederick I, Duke of Lorraine",How long did the fortress in Bitche resist during the Franco-Prussian War?,About eight months
1517,"Frederick I, Duke of Lorraine",What is Remiremont known for?,"Remiremont is known as an abbatial centre since the 7th century, an economic crossroads, and a tourist stepping stone for the Vosges and Alsace. It is also known as the La Belle des Vosges."
1518,"Frederick I, Duke of Lorraine",What notable historical structure is Bitche known for?,Its large citadel
1519,"Frederick I, Duke of Lorraine",What is the oldest city in Poland that is located in Greater Poland?,Kalisz
1520,Emil Wiechert,What is the original meaning of the name 'Königsberg'?,'King's mountain'
1521,Emil Wiechert,"What year was Königsberg founded, and by whom?",1255 by the Teutonic Knights
1522,Emil Wiechert,What is Königsberg known as today?,"Kaliningrad, Russia"
1523,Emil Wiechert,What scale did Beno Gutenberg help develop?,The Richter magnitude scale
1524,Emil Wiechert,When was the University of Königsberg founded?,1544
1525,Emil Wiechert,Who founded the University of Königsberg?,Duke Albert of Prussia
1526,Emil Wiechert,What was the University of Königsberg commonly known as?,the Albertina
1527,Emil Wiechert,When was the Province of Prussia established and when was it dissolved?,The Province of Prussia was established in 1829 and dissolved in 1878.
1528,Emil Wiechert,What does the mass-to-charge ratio determine in the motion of charged particles?,The mass-to-charge ratio determines the motion of charged particles in space and time when they are subjected to electric and magnetic fields.
1529,Emil Wiechert,What territories did the Province of Prussia include?,"The Province of Prussia included the entire historical region of Prussia, Pomerelia, and parts of Greater Poland."
1530,Emil Wiechert,What is Karl Bernhard Zoeppritz best known for in the field of seismology?,The formulation of the Zoeppritz equations.
1531,Emil Wiechert,What is the average distance of the Moon from Earth?,"384,400 km (238,900 mi)"
1532,Emil Wiechert,What major research organizations is the University of Göttingen closely linked with?,"Max Planck Society, Leibniz Association, Fraunhofer Society, and the Helmholtz Association"
1533,Emil Wiechert,Where did Beno Gutenberg earn his doctorate?,The University of Göttingen
1534,Emil Wiechert,What is the mass-to-charge ratio?,"The mass-to-charge ratio is a physical quantity that relates the mass and the electric charge of a particle, expressed in kilograms per coulomb (kg/C)."
1535,Emil Wiechert,What was the capital of the Province of Prussia?,"Königsberg, present-day Kaliningrad, Russia, was the capital of the Province of Prussia."
1536,Emil Wiechert,What fields did Woldemar Voigt work on?,"Crystal physics, thermodynamics, and electro-optics"
1537,Emil Wiechert,What is Göttingen famous for?,"Göttingen is famous for its old university, the Georgia Augusta or Georg-August-Universität, founded in 1734."
1538,Emil Wiechert,In which scientific fields is the mass-to-charge ratio particularly important?,"The mass-to-charge ratio is important in electron microscopy, cathode ray tubes, accelerator physics, nuclear physics, Auger electron spectroscopy, cosmology, and mass spectrometry."
1539,Emil Wiechert,What unique tradition do students in Göttingen participate in upon receiving their doctorate degrees?,"Students are drawn in handcarts to the Gänseliesel-Fountain, where they climb the fountain and kiss the statue of the Gänseliesel."
1540,Gaston Eyskens,What is the official name of Belgium?,Kingdom of Belgium
1541,Gaston Eyskens,Since what year has Leuven been a university city?,1425
1542,Gaston Eyskens,What is the name of the world's largest beer brewer headquartered in Leuven?,Anheuser-Busch InBev
1543,Gaston Eyskens,"When was Columbia University originally established, and under what name?",Columbia University was established in 1754 as King's College.
1544,Gaston Eyskens,When was the University of Cologne established?,1388
1545,Gaston Eyskens,Who is the head of the federal government of Belgium?,The prime minister of Belgium
1546,Gaston Eyskens,What are the main linguistic communities in Belgium?,"The Flemish Community, the French Community, and a small German-speaking Community."
1547,Gaston Eyskens,Into what was Lovanium University merged in 1971?,The National University of Zaire
1548,Gaston Eyskens,How is Belgium divided in terms of administrative regions?,"Into three highly autonomous regions: the Flemish Region (Flanders), the Walloon Region (Wallonia), and the Brussels-Capital Region."
1549,Gaston Eyskens,"When did the Belgian Congo achieve independence, and what name did it adopt immediately after?","1960, Republic of the Congo (Léopoldville)"
1550,Gaston Eyskens,How many undergraduate and graduate schools does Columbia University have?,"Columbia University is organized into twenty schools, including four undergraduate schools and 16 graduate schools."
1551,Gaston Eyskens,How many classes and medals are issued within the Order of Leopold II?,There are five classes and three medals.
1552,Gaston Eyskens,What led to the annexation of the Congo as a colony of Belgium in 1908?,Public pressure and diplomatic manoeuvres following the exposure of conditions in the Congo Free State
1553,Gaston Eyskens,What significant change happened to Columbia University in 1896?,"In 1896, the campus was moved to its current location in Morningside Heights and renamed Columbia University."
1554,Gaston Eyskens,What are the names of the 4 Clusters of Excellence at the University of Cologne?,"CECAD Cluster of Excellence for Aging Research, Cluster of Excellence ECONtribute: Markets & Public Policy, CEPLAS Cluster of Excellence for Plant Sciences, Cluster of Excellence Matter and Light for Quantum Information (ML4Q)"
1555,Gaston Eyskens,What type of university was Lovanium University?,A Catholic Jesuit university
1556,Gaston Eyskens,How many students does the University of Cologne have?,"more than 50,000"
1557,Gaston Eyskens,When was the Hebrew University of Jerusalem officially opened?,April 1925
1558,Gaston Eyskens,What are the criteria for being awarded the Order of Leopold II?,"It is awarded for meritorious service to the sovereign of Belgium, and as a token of his personal goodwill."
1559,Ida Rolf,When was the Journal of Biological Chemistry established?,1905
1560,Ida Rolf,"What year was Columbia University originally established, and what was its original name?",Columbia University was established in 1754 as King's College.
1561,Ida Rolf,When was the Columbia University College of Physicians and Surgeons founded?,1767
1562,Ida Rolf,What was Fritz Perls' nationality by birth?,German
1563,Ida Rolf,Who founded the Esalen Institute and in what year?,Michael Murphy and Dick Price in 1962.
1564,Ida Rolf,What are the five boroughs that make up New York City?,"Manhattan, Brooklyn, Queens, The Bronx, and Staten Island"
1565,Ida Rolf,How many undergraduate and graduate schools does Columbia University have?,Columbia University has four undergraduate schools and 16 graduate schools.
1566,Ida Rolf,"What is Stony Brook, New York?","Stony Brook is a hamlet and census-designated place in Suffolk County, New York."
1567,Ida Rolf,Why was New York City named after the Duke of York?,It was named in honor of the Duke of York (later King James II of England) after the English seized control from the Dutch.
1568,Ida Rolf,What major institutions are located in Stony Brook?,Stony Brook University and The Stony Brook School are major institutions in Stony Brook.
1569,Ida Rolf,When was Barnard College founded and who led its establishment?,Barnard College was founded in 1889 by a group of women led by young student activist Annie Nathan Meyer.
1570,Ida Rolf,What significant discovery related to AIDS did the Pasteur Institute make?,"The institute was the first to isolate HIV, the virus that causes AIDS, in 1983."
1571,Ida Rolf,How did the Human Potential Movement originate?,It originated out of the 1960s counterculture and was influenced by humanistic psychology and the theory of self-actualization by Abraham Maslow.
1572,Ida Rolf,What attractions can be found in Stony Brook?,"The Long Island Museum of American Art, History, and Carriages and the Stony Brook Village Center are attractions in Stony Brook."
1573,Ida Rolf,Who were significant early influencers or contributors to the Human Potential Movement?,"Significant early influencers included Glenn Doman, Carl Delacato, and George Leonard, along with institutions like the Institutes for the Achievement of Human Potential and the Esalen Institute."
1574,Ida Rolf,What is the main premise of the Human Potential Movement?,"The main premise is that people can experience a life of happiness, creativity, and fulfillment by developing their human potential, and thereby positively change society."
1575,Ida Rolf,How did the Esalen Institute adapt its offerings after the 2017 mudslide?,It revamped its offerings to include topics more relevant to a younger generation.
1576,Ida Rolf,"Is the Journal of Biological Chemistry open access, and if so, since when?","Yes, it is fully open access since January 2021."
1577,Ida Rolf,"As of 2022, what is the population estimate of New York City?","8,335,897"
1578,Ida Rolf,When was the Pasteur Institute founded?,4 June 1887
1579,Alexandre Mouton,How long did Franklin Gardner hold out during the Siege of Port Hudson before surrendering?,47 days.
1580,Alexandre Mouton,What is the role of the Governor of Louisiana?,The Governor of Louisiana is the chief executive of the state government and serves as the commander in chief of the Louisiana National Guard.
1581,Alexandre Mouton,When did Louisiana ratify its first constitution?,In 1812.
1582,Alexandre Mouton,How many representatives are in the Louisiana House of Representatives?,105 representatives
1583,Alexandre Mouton,What are the borders of Louisiana?,"Louisiana borders Texas to the west, Arkansas to the north, Mississippi to the east, and has a coastline with the Gulf of Mexico to the south."
1584,Alexandre Mouton,What was the Battle of Mansfield also known as?,The Battle of Sabine Crossroads
1585,Alexandre Mouton,What roles did Jacques Dupré serve in the Louisiana government?,"Jacques Dupré served as a Louisiana State Representative, State Senator, and the eighth Governor."
1586,Alexandre Mouton,How did Louisiana get its name?,"Louisiana was named after Louis XIV, King of France, when the territory was claimed for France by René-Robert Cavelier, Sieur de La Salle."
1587,Alexandre Mouton,What is the term length for a member of the Louisiana House of Representatives?,Four-year terms
1588,Alexandre Mouton,What is the capital city of Louisiana?,Baton Rouge is the capital city of Louisiana.
1589,Alexandre Mouton,What is unique about Louisiana's political subdivisions?,"Louisiana is the only U.S. state with political subdivisions termed parishes, which are equivalent to counties."
1590,Alexandre Mouton,Who were the commanding generals of the Union and Confederate forces at the Battle of Mansfield?,"Union: General Nathaniel Banks, Confederate: Major-General Dick Taylor"
1591,Alexandre Mouton,What is the term limit for members of the Louisiana House of Representatives?,Three terms (twelve years)
1592,Alexandre Mouton,What major change to the gubernatorial election process was made in the 1845 Louisiana constitution?,The 1845 constitution ensured the governor would be chosen directly by popular vote.
1593,Alexandre Mouton,What was the main objective of the Union forces during the Red River Campaign?,"To occupy the Louisiana state capital, Shreveport"
1594,Alexandre Mouton,"Who is the current Governor of Louisiana as of January 8, 2024?",Republican Jeff Landry.
1595,Alexandre Mouton,Who is the current Speaker of the Louisiana House of Representatives?,Republican Phillip DeVillier
1596,Alexandre Mouton,For how long did Alexander Porter serve as United States Senator from Louisiana?,From 1833 to 1837.
1597,Nikolaus Friedreich,Which river is Heidelberg situated on?,the river Neckar
1598,Nikolaus Friedreich,What is Heidelberg famous for in terms of its educational institutions?,"Heidelberg University, Germany's oldest university"
1599,Nikolaus Friedreich,What condition is named after Julius Arnold and his work with Hans Chiari?,Arnold–Chiari malformation.
1600,Nikolaus Friedreich,What professions did Adolf Kussmaul's ancestors have?,Physicians
1601,Nikolaus Friedreich,What is the rank of Würzburg in terms of city size in Franconia?,Würzburg is the third-largest city in Franconia.
1602,Nikolaus Friedreich,What fields did Albert von Kölliker specialize in?,"Albert von Kölliker specialized in anatomy, physiology, and histology."
1603,Nikolaus Friedreich,Where was Albert von Kölliker born?,"Albert von Kölliker was born in Zürich, Switzerland."
1604,Nikolaus Friedreich,What river does Würzburg span?,Würzburg spans the banks of the Main river.
1605,Nikolaus Friedreich,What is Bell's palsy?,Bell's palsy is a type of facial paralysis resulting in a temporary inability to control the facial muscles on the affected side of the face.
1606,Nikolaus Friedreich,What is the population of Würzburg as of 2019?,"The population of Würzburg as of 2019 is approximately 130,000 residents."
1607,Nikolaus Friedreich,What is Rudolf Virchow known as in the field of medicine?,the father of modern pathology and the founder of social medicine
1608,Nikolaus Friedreich,When and where was Wilhelm Heinrich Erb born?,He was born on 30 November 1840 in Winnweiler.
1609,Nikolaus Friedreich,What major contribution did Julius Arnold make in the field of pathology?,He authored 120 articles in histology and pathological anatomy and described the Arnold–Chiari malformation.
1610,Nikolaus Friedreich,What groups is the University of Würzburg a member of?,U15 and the Coimbra Group
1611,Nikolaus Friedreich,What is Leopold Auerbach best known for?,Discovering the myenteric plexus aka Auerbach’s plexus.
1612,Nikolaus Friedreich,What position did Wilhelm Heinrich Erb hold at the University of Leipzig?,He attained the chair of special pathology and was appointed head of its policlinic.
1613,Nikolaus Friedreich,What significant contribution did Albert von Kölliker make to the scientific community?,He was one of the first to have his hand x-rayed by his friend Wilhelm Röntgen.
1614,Nikolaus Friedreich,What significant contribution did Virchow make to public health during the 1847–1848 typhus epidemic in Upper Silesia?,His investigation laid the foundation for public health in Germany.
1615,Nikolaus Friedreich,What neurological disorder did Friedrich Schultze first describe in 1884?,Charcot-Marie-Tooth disease.
